n,target_tw,achieved_tw,naming,arity,alpha,determinism,seed,variant_index,num_edges,num_nodes,bn_index,query_index,query_vars,query_states,evidence,distance,num_evidence,probability,llm_probability,llm_response
7,2,2,confusing,range:2-3,1.0,0.0,42,0,7,7,0,0,"[np.str_('Y_nizbt1'), np.str_('U_bx3bu6')]","['s1', 's0']",{},0,0,0.07703530126608364,,
7,2,2,confusing,range:2-3,1.0,0.0,42,0,7,7,0,1,"[np.str_('L_vy01po'), np.str_('Y_nizbt1')]","['s0', 's0']",{},0,0,0.22061609783788808,,
7,2,2,confusing,range:2-3,1.0,0.0,42,0,7,7,0,2,"[np.str_('L_vy01po'), np.str_('O_gh8nq9')]","['s0', 's1']",{},0,0,0.19164717338505327,,
7,2,2,confusing,range:2-3,1.0,0.0,42,0,7,7,0,3,"[np.str_('U_bx3bu6'), np.str_('O_gh8nq9')]","['s1', 's0']",{},0,0,0.14309947046634203,,
7,2,2,confusing,range:2-3,1.0,0.0,42,0,7,7,0,4,"[np.str_('L_vy01po'), np.str_('K_kx9xcv')]","['s0', 's0']",{np.str_('U_bx3bu6'): 's0'},2,1,0.17238749986040983,,
7,2,2,confusing,range:2-3,1.0,0.0,42,0,7,7,0,5,"[np.str_('U_bx3bu6'), np.str_('K_kx9xcv')]","['s1', 's1']",{},0,0,0.1880493342722279,,
7,2,2,confusing,range:2-3,1.0,0.0,10015,1,7,7,1,0,"[np.str_('U_bx3bu6'), np.str_('Y_nizbt1')]","['s0', 's0']",{np.str_('K_kx9xcv'): 's0'},1,1,0.10499139830103757,,
7,2,2,confusing,range:2-3,1.0,0.0,10015,1,7,7,1,1,"[np.str_('G_2ohusw'), np.str_('O_gh8nq9')]","['s0', 's1']",{np.str_('U_bx3bu6'): 's1'},1,1,0.022112359752563523,,
7,2,2,confusing,range:2-3,1.0,0.0,10015,1,7,7,1,2,"[np.str_('O_cguird'), np.str_('K_kx9xcv')]","['s0', 's0']",{},0,0,0.06976012536591612,,
7,2,2,confusing,range:2-3,1.0,0.0,10015,1,7,7,1,3,"[np.str_('O_gh8nq9'), np.str_('L_vy01po')]","['s0', 's0']",{np.str_('G_2ohusw'): 's1'},1,1,0.0817216184719549,,
7,2,2,confusing,range:2-3,1.0,0.0,10015,1,7,7,1,4,"[np.str_('K_kx9xcv'), np.str_('L_vy01po')]","['s1', 's1']",{},0,0,0.3650172586146682,,
7,2,2,confusing,range:2-3,1.0,0.0,10015,1,7,7,1,5,"[np.str_('O_cguird'), np.str_('G_2ohusw')]","['s0', 's1']",{np.str_('K_kx9xcv'): 's0'},1,1,0.047247206927937796,,
